age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
39,1,49495,0,0,1,2,17662,2,1,5,1
34,0,5031,1,3,0,0,1757,2,1,4,0
35,0,27644,2,1,1,2,9356,2,1,5,1
32,0,45482,1,1,1,2,20031,1,0,6,1
27,0,44697,1,0,0,0,14199,3,1,4,1
29,1,37840,1,1,0,1,14287,5,0,5,1
29,0,28375,0,3,0,0,8451,2,0,5,1
28,0,38152,1,3,0,2,11452,4,0,3,1
33,0,44947,2,1,0,0,16478,4,1,5,1
25,1,21735,0,2,0,1,5838,1,0,5,0
34,0,11312,3,3,0,0,3315,2,1,5,0
34,1,17683,0,2,2,0,6677,5,1,5,0
25,0,18518,1,1,0,2,6304,2,1,6,0
33,0,9405,2,3,0,0,3260,5,0,4,0
41,1,9837,0,0,1,1,3456,0,0,6,0
28,1,17975,2,3,0,0,7087,0,0,4,0
34,0,6411,3,1,0,2,2344,4,0,3,0
27,0,22415,1,2,1,0,7696,2,0,5,0
35,0,36339,3,3,1,2,12475,2,1,3,1
31,0,17583,2,3,0,0,6960,3,0,5,0
37,1,34278,0,3,1,2,8517,3,1,4,1
23,0,29604,0,3,0,1,8160,3,0,5,1
30,0,19766,2,3,0,1,3690,5,0,4,0
28,0,38535,1,0,2,0,10450,2,1,6,1
29,0,17411,1,3,1,0,5330,0,1,6,0
27,0,34014,0,3,1,1,11086,3,0,5,1
26,1,10950,0,0,0,1,4169,3,0,5,0
33,1,25285,0,2,2,2,9292,3,1,4,0
25,1,27835,1,0,2,0,8044,3,0,6,0
37,1,42899,0,2,1,0,15171,4,1,4,1
25,0,38218,0,0,1,2,12888,1,1,4,1
30,1,19596,3,1,0,0,5857,2,1,4,0
32,1,27843,3,1,0,0,10807,2,0,5,1
33,0,48987,2,1,0,0,20849,3,1,5,1
29,0,30942,3,1,0,0,11700,2,0,6,1
30,1,32729,2,3,1,1,13472,4,0,5,1
34,1,26085,0,3,2,0,9466,2,0,5,0
23,1,10874,1,0,0,0,2741,0,0,4,0
27,0,8906,3,0,2,2,3783,3,1,4,0
31,1,10743,1,0,0,0,4067,4,0,4,0
28,0,16787,1,3,0,2,6203,1,0,5,0
36,1,5863,0,2,0,0,1889,2,0,4,0
33,0,8571,3,0,0,0,2711,3,1,6,0
30,0,38221,1,2,0,1,9829,5,0,6,1
23,0,44824,1,3,0,0,12727,4,1,4,1
30,0,39617,1,3,0,0,13761,5,0,4,1
29,1,29554,0,1,0,2,7371,3,0,5,1
30,0,19501,2,3,0,0,6179,2,0,5,0
25,0,28006,2,3,1,1,11739,3,1,5,1
32,1,38127,2,1,0,1,17865,1,0,4,1
25,1,37318,0,1,0,1,12215,3,0,6,1
29,0,40497,0,1,1,2,14650,3,0,5,1
32,1,16736,0,0,1,1,5202,3,0,3,0
26,0,21992,0,1,2,2,8152,3,0,5,0
33,1,49958,3,3,0,0,20542,2,0,6,1
24,0,40354,1,3,0,2,14813,1,0,6,1
17,0,26406,1,2,0,2,9092,3,1,5,0
32,1,15026,1,2,0,0,6028,1,0,6,0
34,1,5296,1,0,0,1,2044,3,1,5,0
29,1,18211,1,2,0,0,5410,2,1,4,0
32,0,7316,0,0,0,2,2182,4,1,3,0
25,1,37835,0,3,1,0,12953,3,0,5,1
29,0,6698,0,0,0,1,2032,2,0,6,0
21,1,29479,0,2,1,0,11012,3,1,4,1
35,0,8968,1,0,0,1,3005,1,0,5,0
38,0,23475,1,0,0,1,7913,4,0,4,0
35,0,35255,0,1,0,1,13722,6,0,5,1
30,0,10845,1,1,0,0,4508,2,0,4,0
30,0,23417,0,3,0,0,8692,1,1,5,0
23,1,22690,2,0,0,2,9471,5,0,7,0
34,1,38897,1,0,1,2,12326,1,0,6,1
29,1,23881,0,1,2,1,8164,3,0,4,0
27,0,9232,1,1,1,0,2502,3,0,4,0
24,0,45466,3,0,1,2,15650,3,1,4,1
29,0,42806,0,1,1,1,13149,3,0,4,1
26,1,9442,1,3,0,0,3540,0,0,5,0
28,0,16972,0,2,0,0,6972,3,0,4,0
25,1,40751,1,0,0,0,15498,3,0,6,1
38,0,24023,1,2,0,0,8939,5,0,4,0
30,1,27743,0,0,0,0,10457,6,1,4,1
35,1,46817,2,1,0,1,14156,3,1,6,1
18,0,24666,2,0,0,0,8908,1,0,4,0
28,1,46747,2,1,0,0,19859,5,0,5,1
27,1,36968,2,0,2,0,14375,1,0,3,1
25,1,10929,3,0,1,1,3902,4,1,4,0
37,0,29071,0,0,1,1,9818,3,1,4,1
24,1,26988,3,0,0,0,9491,2,0,4,0
31,0,26912,1,1,2,2,10338,6,0,4,0
34,1,33008,2,3,0,0,10484,1,0,5,1
31,1,40164,3,0,0,0,14138,3,0,5,1
26,0,6402,2,2,0,2,2171,0,0,4,0
34,0,35647,0,2,0,0,17300,4,0,5,1
31,1,18740,1,1,1,0,8130,3,1,4,0
25,0,37252,0,1,0,0,11746,1,0,5,1
24,1,23527,2,3,0,0,7827,4,0,6,0
39,0,29034,2,0,1,0,6097,2,1,6,1
27,1,47202,0,1,0,1,18644,3,0,6,1
22,1,49260,0,1,0,1,15880,1,0,6,1
32,1,47225,1,2,2,2,17901,3,0,5,1
31,0,45642,0,1,1,0,17744,1,0,6,1
24,1,30242,2,2,1,0,8883,1,0,4,1
21,0,19689,1,0,0,2,7217,3,0,4,0
29,0,48086,1,1,0,0,16224,2,0,6,1
35,1,21395,1,0,0,0,7651,2,1,4,0
33,1,5885,2,1,1,1,2200,3,0,5,0
28,0,41414,2,0,0,2,13453,2,1,5,1
26,0,26575,0,1,1,1,7515,3,1,5,0
31,0,37380,1,2,1,0,15014,3,0,3,1
31,0,18703,1,1,0,1,6078,1,0,4,0
33,1,18219,1,2,1,0,5370,2,0,4,0
28,1,45880,1,2,0,0,19632,2,1,6,1
34,0,39896,0,0,1,0,10534,2,0,5,1
26,1,14946,2,3,0,0,5690,0,0,5,0
29,0,9086,3,0,1,1,3271,5,1,5,0
33,1,28585,0,2,0,2,8744,2,0,6,1
34,0,13524,2,2,1,0,3097,3,0,4,0
21,0,35382,1,2,1,1,12742,3,0,5,1
30,1,41801,1,1,0,2,17184,1,0,7,1
33,1,42459,0,2,1,2,15318,2,1,7,1
24,1,35390,1,3,0,1,10820,3,0,4,1
32,1,44906,0,3,0,0,15355,2,1,5,1
26,0,44099,0,1,1,1,14231,4,0,6,1
35,0,24660,0,1,0,0,9344,4,0,4,0
32,0,17486,3,0,1,1,6688,3,0,4,0
33,1,23401,2,3,2,0,7136,2,1,6,0
31,0,23410,0,0,0,2,8771,3,1,5,0
34,1,45277,0,1,0,1,15626,0,0,5,1
36,0,35288,1,3,0,2,13495,3,0,5,1
39,0,38800,0,2,1,0,12438,3,0,4,1
30,0,30456,0,0,0,1,10381,1,0,4,1
20,1,12912,2,3,0,0,4895,4,1,5,0
30,0,40105,0,0,0,0,12260,4,0,5,1
31,0,11087,1,2,0,1,3764,4,0,4,0
29,1,21888,1,1,2,1,7796,5,0,4,0
33,0,32277,1,2,1,0,9357,3,0,4,1
35,0,47016,1,0,0,2,15901,6,0,5,1
28,0,7120,2,3,0,1,2900,1,0,4,0
29,1,16507,1,3,0,0,6093,5,0,4,0
32,1,20198,1,0,1,0,5908,5,0,5,0
28,1,15888,1,2,1,1,7142,1,0,4,0
30,0,6137,1,0,0,2,1953,4,0,4,0
21,1,37430,1,0,2,2,17953,4,1,6,1
25,0,14760,0,3,0,0,5459,4,0,6,0
24,0,43204,0,0,1,0,18576,3,0,4,1
26,0,25376,1,2,1,0,7194,2,0,5,0
27,1,16760,3,1,0,0,5438,5,0,5,0
32,0,25922,1,0,1,0,10035,4,0,7,0
34,1,10006,1,1,0,0,3764,3,0,5,0
27,1,43023,2,1,0,1,13484,2,0,3,1
26,0,45920,1,0,1,0,18511,2,1,5,1
25,0,16957,0,0,1,2,5436,1,0,6,0
28,1,24934,2,2,1,0,7868,0,0,4,0
29,0,8854,0,2,1,2,3467,2,0,5,0
32,1,12067,3,3,0,0,4938,3,1,6,0
29,1,16218,3,3,0,1,6422,3,1,5,0
21,0,29916,2,0,1,1,10995,1,0,4,1
30,1,44257,1,2,1,0,13964,3,1,4,1
35,1,32371,1,3,0,1,12679,6,0,5,1
35,0,47061,1,0,0,1,16856,4,0,6,1
26,1,9433,1,2,0,2,2897,2,1,7,0
23,0,42914,1,0,0,0,16472,6,0,4,1
41,1,6470,2,1,1,1,2139,2,0,5,0
29,0,19653,0,3,2,0,5744,2,1,4,0
30,0,36308,1,0,0,1,14412,3,0,6,1
32,1,32906,2,0,1,0,12277,3,0,4,1
23,1,45118,2,1,1,1,15799,6,0,4,1
27,1,19299,0,0,0,1,6510,5,0,5,0
23,0,6557,1,0,1,2,2345,3,0,7,0
27,0,32302,0,3,1,0,10554,4,0,4,1
31,0,37660,1,2,0,1,12688,2,1,5,1
24,1,46616,3,1,2,1,16470,1,0,6,1
33,1,13193,1,3,0,0,4106,3,0,7,0
31,0,28993,3,0,0,0,12035,1,0,6,1
26,1,38310,2,3,0,1,10104,4,0,5,1
31,1,7832,2,1,2,0,2375,4,1,5,0
33,1,49137,1,1,1,1,17393,1,1,4,1
35,0,27384,1,0,0,0,7957,3,0,4,0
29,1,15123,3,2,0,0,5785,1,0,7,0
30,1,23450,2,2,1,1,7624,3,1,4,0
30,1,19528,0,2,0,0,6651,5,0,5,0
36,0,35817,2,2,1,0,15833,3,0,5,1
35,1,49564,0,2,1,2,15568,2,0,4,1
34,0,41179,0,1,2,1,14936,2,1,3,1
29,1,7510,1,1,0,0,2385,2,0,5,0
32,0,47700,3,0,0,2,15872,4,1,6,1
32,0,42084,0,0,0,2,20153,2,1,4,1
25,1,42521,0,2,0,2,16182,2,0,6,1
22,1,7197,0,3,1,2,2193,1,1,6,0
33,0,20072,3,0,0,0,7780,2,0,6,0
23,0,6434,2,0,0,1,1964,2,0,4,0
30,0,46161,1,0,1,0,11850,2,0,6,1
31,1,38962,0,0,1,0,12800,1,1,6,1
33,0,29312,2,3,1,0,8172,1,0,5,1
31,0,5187,3,3,0,0,1797,1,0,5,0
27,1,12994,1,0,2,0,4051,4,0,5,0
34,0,24915,2,1,1,2,9712,1,1,4,0
38,0,48819,3,1,0,0,17951,5,0,4,1
34,1,31775,0,2,1,0,10103,6,0,5,1
21,1,21339,0,1,2,1,5355,2,0,6,0
36,0,35621,1,2,2,0,10685,2,0,4,1
30,1,43558,1,2,0,2,11246,3,1,6,1
32,0,49039,1,2,1,2,17328,2,0,7,1
33,1,10544,1,0,1,0,3803,4,0,5,0
30,0,16067,3,0,0,2,5436,5,1,7,0
30,0,12401,3,1,0,0,4614,1,0,4,0
35,0,34154,2,3,1,1,14201,3,0,5,1
33,0,35891,1,3,0,2,10181,3,0,5,1
34,0,35731,2,2,1,1,14883,4,1,6,1
41,1,46999,1,3,0,1,21727,2,0,4,1
33,1,23164,0,0,1,2,6760,3,0,6,0
31,1,18149,1,3,1,0,4845,1,1,4,0
20,0,32186,2,0,2,1,9975,5,0,5,1
42,0,26907,3,0,1,0,9004,2,0,6,0
28,0,15501,0,3,0,0,5401,4,0,5,0
41,1,42844,1,1,0,1,12120,3,1,4,1
32,0,37881,2,3,0,0,15795,3,0,6,1
37,0,6827,1,3,0,1,2505,1,0,5,0
30,0,42756,3,1,1,0,13006,3,0,3,1
32,0,40782,1,0,1,0,14052,3,0,5,1
31,1,48562,2,2,1,1,12296,3,0,4,1
29,0,30154,2,0,0,0,8902,5,1,6,1
29,1,41365,2,2,1,0,16519,1,0,5,1
35,0,17341,2,3,1,1,6911,3,0,3,0
29,1,10868,0,0,0,0,4765,2,0,6,0
21,1,40376,0,3,0,2,15849,2,0,3,1
29,1,17439,0,0,0,0,6599,3,1,5,0
32,0,14606,1,3,0,0,5559,5,1,6,0
33,1,45713,0,1,0,0,16680,6,0,5,1
33,0,22639,3,3,1,0,8760,3,0,4,0
22,1,25443,1,0,0,0,8351,3,0,5,0
32,1,46374,1,0,1,0,16457,1,0,5,1
34,1,44109,1,2,0,2,17021,4,1,6,1
36,0,24997,0,3,0,0,7556,4,0,3,0
29,1,28971,3,2,1,1,9722,1,1,7,1
29,1,11006,2,1,0,0,3529,3,1,6,0
37,0,5147,0,0,0,1,1316,2,0,7,0
23,1,43022,0,0,0,1,15499,1,1,6,1
28,0,26736,1,3,1,1,8560,3,1,6,0
32,0,29060,1,0,0,0,12450,2,0,4,1
23,1,29367,1,1,1,0,9803,1,0,4,1
31,0,40709,3,2,0,0,15282,1,0,4,1
38,1,23027,3,0,0,0,6460,3,1,5,0
30,0,7538,3,2,2,1,2735,3,0,5,0
29,1,31374,0,2,1,1,10984,2,0,5,1
32,1,33298,1,2,0,1,10916,2,0,6,1
29,0,48123,0,3,0,1,13985,4,1,4,1
34,0,48365,2,0,0,0,11280,2,0,4,1
34,0,35758,0,0,2,1,14676,3,0,4,1
30,1,47408,1,1,1,0,15349,2,0,5,1
25,0,45039,0,3,1,0,13308,6,1,4,1
24,1,8675,0,2,1,1,2306,2,1,3,0
27,0,11397,2,0,0,1,4065,3,0,5,0
34,0,27307,0,3,0,2,7480,4,1,5,0
21,0,46889,1,3,0,0,14457,0,0,6,1
22,1,46079,2,2,0,0,15975,6,1,5,1
27,1,49171,0,2,1,2,12862,6,0,6,1
32,0,17797,0,0,0,2,6938,4,0,6,0
26,1,36413,3,1,0,1,13613,3,0,6,1
34,1,16088,2,3,0,0,5768,3,1,6,0
31,0,25335,3,3,0,2,7619,4,0,4,0
29,0,14689,0,2,2,1,5665,3,1,5,0
34,0,6012,0,1,0,1,2257,2,1,5,0
32,0,12702,0,1,0,0,4730,2,0,4,0
28,0,47143,1,3,0,0,17309,3,0,5,1
31,1,27756,0,3,0,0,8797,3,0,4,0
33,0,21978,3,2,0,0,8088,2,0,5,0
32,0,32697,0,3,2,0,14047,3,1,4,1
27,0,47586,1,2,0,1,13872,4,1,5,1
34,0,45379,1,0,0,0,19936,5,0,5,1
35,0,6243,0,0,0,0,2516,2,0,5,0
31,1,38370,2,3,1,0,15312,3,0,5,1
31,1,12778,2,2,0,1,3472,5,0,6,0
30,1,30447,0,2,0,1,8592,3,0,5,1
40,1,36919,1,1,0,0,12897,4,0,6,1
31,0,37369,3,1,0,2,10671,6,1,5,1
29,0,14016,2,0,0,0,3990,1,0,3,0
19,1,5929,0,0,0,1,1869,3,0,4,0
23,1,44147,1,3,2,0,17125,2,0,5,1
30,1,44874,1,1,1,2,13299,2,1,6,1
31,1,24299,1,0,0,0,8469,2,1,6,0
31,0,29011,0,3,2,0,10003,5,1,4,1
34,1,44903,2,2,0,1,18636,0,0,5,1
29,1,28830,1,0,0,1,11892,1,1,5,1
35,1,44984,0,3,1,0,19629,0,0,5,1
26,1,23435,1,2,0,0,8277,2,0,4,0
25,1,21078,2,3,0,0,8999,3,0,4,0
25,1,23527,1,2,0,0,6647,4,1,5,0
33,0,14035,1,3,2,0,5211,0,1,6,0
30,0,26596,0,1,0,0,8887,2,0,2,0
34,0,46886,2,1,0,0,15102,0,0,4,1
29,0,37659,2,2,2,2,12880,3,0,4,1
27,0,12593,3,3,1,0,4888,2,1,3,0
28,1,49401,0,3,2,0,19827,3,1,5,1
22,1,9477,0,2,0,1,2712,2,0,5,0
25,0,29244,1,3,1,0,8411,0,0,6,1
24,1,47777,0,2,2,1,20754,3,0,4,1
35,1,30728,0,1,0,0,8313,5,0,4,1
27,1,9323,1,3,0,1,3109,4,1,6,0
34,0,37790,0,0,2,0,11381,3,0,6,1
37,0,46588,0,2,0,0,17162,3,0,6,1
29,0,9940,2,0,1,0,3635,1,0,6,0
31,1,46894,0,1,1,0,17131,4,0,5,1
22,0,24649,0,0,0,0,7611,3,0,6,0
26,0,28457,1,0,2,2,11288,1,0,4,1
30,0,44171,1,3,1,0,13940,4,0,5,1
31,1,39699,0,1,1,1,13264,3,0,5,1
27,0,46611,1,1,2,1,14496,6,0,6,1
42,1,11532,0,0,1,1,3933,2,0,5,0
28,0,36817,1,1,1,2,16316,4,1,4,1
30,1,46335,1,0,0,0,17188,5,0,3,1
33,1,20712,2,1,0,2,7036,4,0,4,0
30,1,28084,2,3,0,1,9556,1,0,6,1
27,1,31914,2,3,0,2,11233,5,1,4,1
35,1,30666,2,2,0,1,9797,2,0,5,1
37,0,19423,2,1,1,1,7295,4,0,4,0
30,0,37846,2,2,0,2,12356,3,0,5,1
33,0,15438,1,0,1,0,5425,4,0,5,0
30,1,33242,0,2,1,1,11105,5,0,5,1
35,1,13118,1,1,0,0,5274,3,0,5,0
25,1,23384,1,1,2,0,8331,2,0,6,0
40,0,22807,0,0,2,1,9314,3,0,5,0
27,0,16337,0,3,0,2,5855,1,0,5,0
23,0,37047,0,1,0,0,9823,3,1,7,1
28,0,30884,1,2,0,1,9131,4,1,4,1
31,0,38034,0,1,0,1,14192,4,0,4,1
37,0,31128,2,0,1,2,11068,2,0,5,1
34,0,9862,0,2,2,0,3336,3,0,5,0
31,0,44768,0,2,0,2,14697,5,0,5,1
24,0,34004,0,3,0,0,11606,5,0,6,1
26,0,11519,2,1,0,1,4278,1,1,4,0
29,0,36687,1,0,0,0,15250,2,1,5,1
41,1,32479,0,2,0,1,10418,3,0,4,1
22,0,39996,0,3,1,0,10214,4,1,6,1
35,1,29412,2,3,0,1,10539,4,0,4,1
28,0,36956,3,0,1,0,14005,4,0,6,1
37,1,40380,0,1,0,2,14819,3,0,6,1
25,0,9005,1,0,1,2,3105,3,1,4,0
31,0,45175,2,1,0,1,10935,2,0,4,1
25,1,37647,1,0,0,1,14062,3,0,5,1
34,0,46976,2,0,0,1,19388,3,1,6,1
37,0,19206,3,2,1,0,6834,1,1,4,0
39,1,48445,1,3,2,1,17827,4,0,4,1
34,1,39481,2,1,0,1,14562,0,0,5,1
38,0,35659,2,0,2,0,11778,2,1,5,1
36,1,6642,1,1,0,1,2791,1,0,6,0
29,0,46904,0,1,0,2,16222,2,0,5,1
32,0,11344,2,0,1,1,3712,0,0,6,0
26,1,14113,0,0,0,0,4501,6,0,5,0
29,0,31372,1,3,0,1,11111,3,1,6,1
35,1,38905,0,3,0,0,15559,4,1,5,1
32,0,6340,1,3,0,0,2552,1,1,6,0
32,0,29248,1,3,0,2,9107,4,0,6,1
25,0,43635,0,2,2,1,13435,5,1,6,1
27,0,13388,1,2,0,0,4011,2,0,5,0
27,0,29340,0,0,1,0,11196,1,1,5,1
32,1,17528,1,3,2,0,5196,3,0,6,0
26,1,5454,0,0,2,2,1704,4,0,4,0
33,0,41000,2,1,0,0,17386,4,0,6,1
25,0,32529,1,3,0,1,12569,1,0,3,1
38,0,27201,0,1,1,0,7202,1,0,5,0
32,1,13538,1,3,0,0,4622,1,0,4,0
27,1,36761,0,2,0,1,13410,3,0,7,1
31,0,28404,1,3,1,0,6529,1,1,7,0
28,1,30750,3,1,2,1,10783,3,0,5,1
32,1,12928,1,0,1,0,4557,3,0,4,0
31,1,24993,0,0,0,0,8276,2,1,7,0
25,0,5410,1,1,0,0,1908,3,0,4,0
26,0,6042,1,1,0,0,1738,2,1,4,0
31,1,44422,0,0,2,0,12820,3,0,6,1
37,1,40551,1,3,1,1,13494,4,0,4,1
35,1,23689,0,2,0,0,9127,5,0,4,0
27,1,31943,0,2,0,0,11937,5,1,4,1
34,1,41473,0,3,0,1,10604,4,0,6,1
30,0,49904,2,3,0,2,20868,3,1,5,1
31,1,33087,1,1,0,1,10083,2,0,6,1
31,0,46696,2,3,1,0,15214,4,1,5,1
42,1,35317,0,0,0,1,13133,3,0,4,1
25,1,20159,0,0,0,2,7915,2,0,5,0
30,1,29625,1,3,0,2,11831,5,0,5,1
22,1,48857,3,0,1,2,14925,3,0,5,1
33,0,42665,1,1,0,1,12335,3,0,4,1
35,0,11005,2,0,0,1,4439,3,0,5,0
36,0,22826,2,0,0,1,8696,4,0,5,0
21,0,22893,1,3,0,2,7896,4,1,4,0
32,0,24479,0,2,0,0,8128,2,0,4,0
37,1,42845,1,1,1,2,14004,1,0,4,1
28,0,39154,0,0,1,0,15024,6,0,6,1
29,1,26457,1,0,0,0,10042,2,1,5,0
30,1,47885,3,0,0,2,13624,3,1,4,1
32,0,37378,2,2,0,1,12723,1,0,4,1
33,0,8720,1,2,1,0,3347,2,0,3,0
36,1,30897,0,0,1,1,8724,0,0,5,1
30,0,29540,1,2,0,1,10411,3,0,6,1
31,1,20232,1,3,1,2,8085,4,0,5,0
41,0,41430,1,2,0,2,17678,4,0,5,1
32,0,33193,0,3,0,0,13482,4,0,5,1
31,1,46647,1,1,0,0,15473,4,0,7,1
24,1,46787,1,0,0,0,13963,5,0,5,1
30,0,29923,1,2,1,2,10126,1,0,7,1
29,1,43720,0,0,0,0,14489,3,1,7,1
30,0,17871,1,3,0,1,6070,3,0,5,0
27,1,49842,0,0,1,0,16643,3,0,7,1
27,0,20346,2,2,1,1,7577,3,0,6,0
27,0,35848,0,3,0,0,10824,2,1,5,1
29,0,10967,1,0,1,0,3651,0,0,5,0
36,1,9001,0,0,0,2,3479,4,1,7,0
35,1,18740,3,2,0,2,5239,1,1,4,0
28,0,33392,1,0,0,1,13091,2,1,6,1
22,0,29763,0,3,2,1,11171,4,0,5,1
26,1,35002,2,0,0,0,12877,2,0,5,1
28,0,35559,2,0,0,2,11659,3,0,6,1
30,0,15882,0,3,0,0,4375,2,1,4,0
27,0,42111,1,3,1,1,18201,3,0,4,1
39,0,20091,1,3,1,2,6065,5,0,6,0
29,1,13429,0,3,0,0,6667,3,0,5,0
25,1,19461,1,0,0,1,6104,6,0,3,0
29,1,40333,1,3,0,2,14979,3,0,5,1
26,0,14275,0,0,0,1,4794,3,0,3,0
31,0,34023,3,0,1,0,10398,0,1,6,1
31,0,44121,0,0,0,1,16804,3,0,4,1
32,1,9578,3,3,0,1,3202,5,1,6,0
23,0,28209,2,3,0,0,9032,2,0,6,1
31,0,15425,1,2,0,1,5741,5,0,4,0
31,0,44818,3,1,0,0,11191,2,0,5,1
24,0,47309,0,3,0,0,19835,2,0,4,1
34,1,33422,1,0,0,0,8804,4,0,5,1
34,0,49663,2,2,1,0,12079,3,0,7,1
40,1,6852,3,1,1,0,2201,4,0,5,0
31,0,17777,1,0,0,0,5231,3,1,4,0
30,1,22551,2,1,2,1,9140,3,0,5,0
30,1,26581,1,3,0,0,7769,2,1,5,0
30,0,23466,0,1,0,1,7865,3,1,6,0
22,0,26277,1,3,1,2,9623,3,1,5,0
23,1,27935,1,2,0,0,8907,1,1,4,1
30,0,30540,3,0,0,0,10879,4,0,4,1
27,0,41127,1,0,0,0,12246,3,0,6,1
30,1,6512,0,1,0,1,2159,0,0,5,0
21,1,46882,3,0,0,0,15077,3,0,5,1
23,1,14898,1,0,1,1,5339,1,0,5,0
25,1,5798,2,2,0,2,2230,4,0,4,0
34,0,47489,1,2,1,0,13867,2,0,5,1
25,0,38982,3,0,0,0,12892,2,1,7,1
26,0,8390,0,2,0,2,3225,1,0,3,0
30,0,40061,1,3,1,2,10701,2,0,4,1
29,1,48936,0,3,0,0,19474,2,0,7,1
31,0,43475,1,0,2,0,15618,5,1,4,1
40,1,33181,2,0,1,1,10901,3,0,7,1
25,0,16582,1,2,0,0,6217,3,0,6,0
29,0,20801,1,3,1,0,7744,4,1,5,0
28,0,11298,2,0,0,0,4067,4,0,5,0
37,0,6379,1,2,0,0,2323,4,0,4,0
27,1,10221,2,3,0,0,3365,3,0,4,0
30,0,9057,0,3,0,1,3124,4,0,6,0
34,1,8821,2,2,2,1,3121,3,0,5,0
25,0,47306,0,3,1,0,19285,2,0,5,1
37,1,48890,2,3,0,2,17164,2,1,5,1
33,1,25829,1,1,0,2,6691,5,0,5,0
25,1,5457,2,2,0,0,1718,3,0,5,0
32,0,9104,0,3,1,0,3724,2,0,7,0
29,1,17837,2,3,1,1,7321,3,1,5,0
31,0,11502,3,3,0,1,3725,2,1,6,0
30,1,18444,1,3,0,2,8090,3,0,4,0
35,0,23348,0,2,0,2,7912,1,1,6,0
24,0,7627,2,3,0,1,2561,3,0,5,0
28,0,47063,0,3,1,1,19203,1,0,6,1
29,1,5688,0,0,0,1,1854,3,1,5,0
26,0,15310,1,0,0,1,4127,6,0,5,0
25,1,35107,3,3,1,0,10761,5,1,5,1
30,1,18533,1,1,0,1,4438,3,1,4,0
29,0,25139,1,2,1,1,9545,4,0,5,0
19,1,12900,1,3,2,0,4568,3,1,5,0
35,0,24673,0,2,0,0,8412,2,0,4,0
31,0,30400,3,2,0,2,12799,1,0,4,1
41,1,42984,0,0,2,2,16246,5,0,6,1
33,0,11787,1,0,1,1,4967,5,0,5,0
28,0,7423,1,3,0,0,2855,6,0,6,0
43,0,15625,2,0,1,1,5619,2,0,5,0
43,0,13189,1,2,0,0,4695,3,0,6,0
25,1,45191,1,3,0,1,15883,3,1,6,1
32,0,6140,1,2,0,1,1890,1,0,4,0
29,1,43356,2,2,1,0,13145,6,1,6,1
31,0,31686,3,1,1,0,10159,4,0,5,1
31,1,32248,0,3,0,0,10723,3,1,6,1
24,1,8292,0,0,1,1,3932,2,0,4,0
31,1,48030,1,2,1,0,16571,3,1,4,1
38,1,19355,2,3,0,2,5712,2,0,7,0
29,0,5407,1,2,1,0,1838,3,0,5,0
29,0,48911,0,2,1,0,15850,2,0,5,1
36,0,21496,0,3,0,0,7472,3,0,5,0
34,1,32778,1,3,1,2,9676,4,0,7,1
23,0,37512,2,1,0,1,9169,5,0,5,1
31,0,37514,1,1,0,2,15376,6,0,4,1
37,1,40177,3,0,0,0,12076,4,1,6,1
36,1,48438,1,3,0,0,16734,5,1,6,1
32,0,48948,0,1,0,0,15863,4,0,5,1
33,0,42760,2,3,0,1,14023,3,0,3,1
25,1,26458,1,0,0,0,9537,4,0,7,0
31,1,49220,1,3,2,1,18345,4,0,4,1
26,0,23817,1,0,0,0,9602,5,0,3,0
28,1,24544,0,3,0,1,9199,5,0,6,0
34,1,13594,0,0,1,1,3475,4,0,4,0
25,1,33804,1,2,0,0,11673,3,0,5,1
31,1,32434,1,2,0,1,13791,4,1,4,1
32,1,32998,2,3,1,0,13294,3,0,3,1
30,0,32100,2,3,1,1,14097,1,0,6,1
38,1,35708,1,3,2,1,13280,5,0,4,1
25,1,17534,0,3,0,1,6635,1,1,4,0
33,1,17360,1,2,2,1,6280,2,0,5,0
30,1,20975,3,1,2,1,7708,3,0,4,0
29,1,19435,1,3,1,1,6939,3,0,4,0
32,0,28453,2,2,2,0,9761,3,0,4,1
25,1,15834,0,3,0,1,5163,3,1,5,0
24,0,14365,0,3,1,0,5196,4,0,5,0
28,0,36726,3,1,2,2,15553,4,0,5,1
38,1,42273,0,1,1,0,14432,1,1,4,1
30,0,15971,2,3,1,0,5036,6,1,6,0
31,1,31085,1,1,0,0,14298,3,0,5,1
29,0,30346,1,0,0,0,12994,2,1,4,1
32,0,11322,1,3,2,0,4882,0,0,7,0
26,1,34159,2,2,0,2,13994,4,0,5,1
35,0,23565,1,3,0,0,9232,3,0,5,0
33,0,27449,2,0,0,0,10599,3,0,4,1
26,1,27470,1,3,0,2,8891,2,0,6,0
30,1,30122,2,3,1,1,10835,3,0,3,1
33,0,26980,1,3,1,2,11280,3,0,2,1
32,0,17655,1,3,0,2,4280,2,0,5,0
37,1,16560,1,3,1,0,5054,6,0,5,0
27,1,42058,0,2,0,0,16222,1,0,6,1
35,0,5643,1,2,0,2,1919,3,0,7,0
35,0,43419,1,3,0,0,19162,3,1,5,1
29,1,6511,0,3,1,0,1920,4,0,5,0
26,0,36521,1,3,0,2,16333,1,1,5,1
25,0,21042,1,2,2,1,6766,4,0,4,0
32,0,11008,3,1,0,2,3568,4,0,5,0
30,1,44304,1,0,0,0,17721,2,0,4,1
38,0,17000,1,3,1,2,6637,4,0,4,0
